id	name	description	synonyms
HP:0001709	Third degree atrioventricular block	Third-degree atrioventricular (AV) block (also referred to as complete heart block) is the complete dissociation of the atria and the ventricles. Third-degree AV block exists when more P waves than QRS complexes exist and no relationship (no conduction) exists between them.	["Complete heart block"]
HP:0032656	Febrile status epilepticus	A seizure lasting 30 minutes without fully regaining consciousness, provoked by fever (temperature greater than 38.0 degrees Celcius) at the time of seizure-onset, without a prior history of afebrile seizure and with no evidence of an acute central nervous system infection or insult.	["Fever-induced status epilepticus"]
HP:0005941	Intermittent hyperpnea at rest		[]
HP:0006357	Premature loss of permanent teeth	Premature loss of the permanent teeth.	["Early loss of adult teeth","Early loss of permanent teeth","Early loss of secondary dentition","Premature loss of adult teeth","Premature loss of secondary teeth"]
HP:0033933	Arcuate artery intima/media liquefactive necrosis	A type of arcuate artery intima/media necrosis in which the dead (necrotic) tissue breaks down such that cellular detail is no longer recognized.	["Liquefactive necrosis of the arcuate artery intima/media"]
HP:0000105	Enlarged kidney	An abnormal increase in the size of the kidney.	["Enlarged kidney","Large kidneys","Nephromegaly","Renal enlargement"]
HP:0031077	Abnormal response to corticotropin releasing hormone stimulation test	An anomalous response to the corticotropin releasing hormone (CRH) stimulation test. Normally,CRH is released by the hypothalamus to induce adrenocorticotropic hormone (ACTH) release by the anterior pituitary. In the stimulation test, CRH is administered intravenously and ACTH and cortisol are measured at intervals.	["Abnormal response to CRH stimulation test"]
HP:0034142	Anti-nuclear matrix protein-2 antibody positivity	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against NXP-2.	["Anti-MJ/NXP-2 antibody positivity","Anti-NXP-2 antibody positivity"]
HP:0030547	Unaided visual acuity 1.2 LogMAR		[]
HP:0031102	Increased antimullerian hormone level	An elevation above the normal range of the antimullerian hormone in the circulation.	["Increased plasma AMH"]
HP:0100173	Fragmentation of the epiphysis of the distal phalanx of the 4th toe		["Fragmentation of the end part of the outermost bone of the 4th toe"]
HP:0001162	Postaxial hand polydactyly	Supernumerary digits located at the ulnar side of the hand (that is, on the side with the fifth finger).	["HP:0004698","HP:0005763","HP:0009984","Extra little finger","Extra pinkie finger","Extra pinky finger","Polydactyly affecting the 5th finger","Postaxial polydactyly of fingers","Postaxial polydactyly of hand","Postaxial polydactyly of hands"]
HP:0100402	Duplication of the middle phalanx of the 4th toe	Partial or complete duplication of middle phalanx of fourth toe.	["Duplication of the middle bone of the 4th toe","Duplication of the middle phalanx of the fourth toe","Partial/complete duplication of the middle phalanx of the 4th toe"]
HP:0009432	Curved middle phalanx of the 3rd finger	Curved appearance of the middle phalanx of the 3rd (middle) finger.	["Curved middle bone of the middle finger"]
HP:0030062	Craniopharyngioma	A benign pituitary-region neoplasm that originates from Rathke's pouch. Craniopharyngiomas are benign slow growing tumours that are located within the sellar and para sellar region of the central nervous system.	[]
HP:0008838	Stippled calcification proximal humeral epiphyses		["Speckled calcifications in end part of innermost long bone of upper arm"]
HP:0033565	Anti-epidermal transglutaminase antibody positivity	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against epidermal transglutaminase.	["Anti-epidermal transglutaminase (anti-eTG) antibody","Anti-eTG antibody positivity","Anti-keratinocyte transglutaminase","Anti-TG3 antibody"]
HP:0100215	Cone-shaped epiphysis of the middle phalanx of the 5th toe		["Cone-shaped end part of the middle bone of the little toe","Cone-shaped end part of the middle bone of the pinkie toe","Cone-shaped end part of the middle bone of the pinky toe"]
HP:0002439	Frontolimbic dementia		[]
HP:0001472	obsolete Familial predisposition		[]
HP:0001538	Protuberant abdomen	A thrusting or bulging out of the abdomen.	["Abdominal protuberance","Belly sticks out","Extended belly"]
HP:0010846	EEG with persistent abnormal rhythmic activity		["EEG: persistent abnormal rhythmic activity"]
HP:0012453	Bilateral wrist flexion contracture	A chronic loss of wrist joint motion on the right and left sides.	[]
HP:0033385	Elevated urine pyridinoline level	An increased amount of pyridinoline in the urine.	["Elevated urine hydroxylysyl-pyridinoline level"]
HP:0045003	Abnormal ossification of the scaphoid		[]
HP:0004275	Duplication of hand bones		["Duplication of hand bones"]
HP:0008718	Unilateral renal dysplasia	A unilateral form of developmental dysplasia of the kidney.	[]
HP:0025611	Epicanthus superciliaris	A type of epicanthus in which more extensive epicanthal folds with their origins in the eyebrow cover, pass in front of and lateral to the medial canthus (middle corner of the eye).	[]
HP:0410054	Decreased circulating GABA concentration	A decrease in the level of GABA in the serum.	["Decreased circulating GABA concentration","Decreased level of gamma-aminobutyric acid in serum"]
HP:0100382	Aplasia of the middle phalanx of the 4th toe		["Absent middle bone of 4th toe"]
HP:0032968	Expiratory air trapping	Abnormal retention of gas within a lung or part of a lung, as a result of airway obstuction of abnormalities in lung compliance. In the classic presentation, the lung will appear normal at inspiration, but on exhalation, the diseased portions of the lung which have lost connective tissue recoil will remain lucent while the healthy portions of the lung will become more dense due to atelectasis. This helps distinguish it from mosaic attenuation due to patchy fibrosis, as occurs with nonspecific interstitial pneumonia, and in early usual interstitial pneumonitis (the hallmark imaging diagnosis of interstitial lung disease) in which there is no change with inspiration and expiration.	[]
HP:0100245	Desmoid tumors	Benign, slow-growing tumors without any metastatic potential. Despite their benign nature, they can damage nearby structures causing organ dysfunction. Histologically they resemble low-grade fibrosarcomas, but they are very locally aggressive and tend to recur even after complete resection. There is a tendency for recurrence in the setting of prior surgery and the most common localisation of these tumors is intraabdominal from smooth muscle cells of the instestine.	["Desmoid tumours"]
HP:0011953	Pulmonary lymphoma	Lung parenchymal involvement with lymphoma.	[]
HP:0100657	Thoracoabdominal eventration	Congenital protrusion of the abdominal or thoracic viscera, usually with a defect of the sternum and ribs as well as of the abdominal walls.	["Celosomia","Kelosomia"]
HP:0032083	Aortic elastic fiber fragmentation	Loss and/or fragmentation of elastic fibers of the media of the aorta creating increasingly extended translamellar spaces, with absence of elastic fibers, and increased gaps in elastic fiber lamellae as identified on a stain for elastic fibers.	["Aortic elastic fibre fragmentation"]
HP:0031363	Palpable purpura	A type of purpura in which the lesions are raised (and can therefore be appreciated upon palpation).	[]
HP:0031283	Tufted hairs	The presence of tufts of 8-15 hairs that appear to emerge from a single follicular orifice.	[]
HP:0030640	Complete congenital stationary night blindness		[]
HP:0006735	Renal cortical adenoma	The presence of an adenoma in the cortex of the kidney.	["Kidney cortical adenoma"]
HP:0003362	Increased VLDL cholesterol concentration	An increase in the amount of very-low-density lipoprotein cholesterol in the blood.	["Increased circulating very-low-density lipoprotein cholesterol","Increased circulating very-low-density lipoprotein levels","Increased plasma VLDL cholesterol"]
HP:0000159	Abnormal lip morphology	An abnormality of the lip.	["Abnormal lip","Abnormality of the lip","Lip abnormality"]
HP:0004746	Glomerular subendothelial electron-dense deposits	Electron dense deposits at the glomerular basement membrane,	[]
HP:0001300	Parkinsonism	Characteristic neurologic anomaly resulting from degeneration of dopamine-generating cells in the substantia nigra, a region of the midbrain, characterized clinically by shaking, rigidity, slowness of movement and difficulty with walking and gait.	[]
HP:0009907	Attached earlobe	Attachment of the lobe to the side of the face at the lowest point of the lobe without curving upward.	["Adherent earlobe","Attached earlobe"]
HP:0002018	Nausea	A sensation of unease in the stomach together with an urge to vomit.	["Nausea"]
HP:0009289	Aplasia/Hypoplasia of the distal phalanx of the 4th finger		["Absent/small outermost ring finger bone","Absent/underdeveloped outermost ring finger bone"]
HP:0007076	Extrapyramidal muscular rigidity	Muscular rigidity (continuous contraction of muscles with constant resistance to passive movement).	[]
HP:0025720	Limited horizontal extraocular movement	Limited mobility of the eye to move from side to side (horizontally) within its socket.	[]
HP:0012354	Increased fucosylation of N-linked protein glycosylation	Increased addition of fucose sugar units to N-linked glycans.	[]
HP:0030630	Irregular central macular autofluorescence		[]
HP:0012122	Anterior uveitis	Inflammation of the uveal tract in which the primary site of inflammation is the anterior chamber.	[]
HP:0004975	Erlenmeyer flask deformity of the femurs	Flaring of distal femur.	["HP:0006422","Erlenmeyer flask deformity of distal femur","Erlenmeyer flask femora","Erlenmeyer flask shaped thighbone"]
HP:0008484	Thoracolumbar interpediculate narrowness	A reduction of the distance between thoracolumbar vertebral pedicles.	["Narrow thoracolumbar interpediculate distance"]
HP:0011025	Abnormal cardiovascular system physiology	Abnormal functionality of the cardiovascular system.	["Abnormality of cardiovascular system physiology"]
HP:0011766	Abnormality of the parathyroid morphology	A structural abnormality of the parathyroid gland.	[]
HP:0009293	Broad middle phalanx of the 4th finger	Increased width of the middle phalanx of the 4th finger.	["Broad middle bone of the 4th finger"]
HP:0031599	P mitrale	A broad (120 ms or longer in duration) and bifid P-wave in EKG lead II.	[]
HP:0008676	Congenital megaureter	A developmental disturbance with extreme ureteral dilatation.	["Congenital megaloureter"]
HP:0004195	Osteolytic defects of the phalanges of the 4th finger	Osteolytic defects of the phalanges of the 4th (ring) finger.	[]
HP:0100085	Small epiphyses of the 5th toe		["Small end part of the little toe bone","Small end part of the pinkie toe bone","Small end part of the pinky toe bone"]
HP:0012754	CNS hypermyelination	Increased amount of myelin in the central nervous system.	[]
HP:0009799	Supernumerary spleens	The presence of two or more accessory spleens.	["Extra spleen"]
HP:0012396	Biliary dyskinesia	A motility disorder characterized by biliary colic in the absence of gallstones with a reduced gallbladder ejection fraction.	[]
HP:0001693	Cardiac shunt	Pattern of blood flow in the heart that deviates from the normal circuit of the circulatory system.	[]
HP:0011599	Mesocardia	Mesocardia is an abnormal location of the heart in which the heart is in a midline position and the longitudinal axis of the heart lies in the mid-sagittal plane.	[]
HP:0008221	Adrenal hyperplasia	Enlargement of the adrenal gland.	["Enlarged adrenal glands"]
HP:0031505	Abnormal circulating T4 level	A deviation from the normal concentration of thyroxine in the blood. Thyroxine (also known as T4) is the main hormone secreted by the thyroid gland into the blood. It can be converted into the active form triiodothyronine (also known as T3).	["Abnormal circulating thyroxine level"]
HP:0010579	Cone-shaped epiphysis	Cone-shaped epiphyses (also known as coned epiphyses) are epiphyses that invaginate into cupped metaphyses. That is, the epiphysis has a cone-shaped distal extension resulting from increased growth of the central portion of the epiphysis relative to its periphery.	["HP:0000937","HP:0006078","Cone-shaped end part of bone","Cone-shaped epiphyses"]
HP:0009521	Small epiphysis of the middle phalanx of the 2nd finger		["Small end part of the innermost long bone of index finger"]
HP:0033107	Abnormal circulating proteinogenic amino acid concentration	An elevated level of a proteinogenic amino acid in the blood circulation. These are the 23 alpha-amino acids that are precursors to proteins, and are incorporated into proteins during translation. The group includes the 20 amino acids encoded by the nuclear genes of eukaryotes together with selenocysteine, pyrrolysine, and N-formylmethionine.	[]
HP:0006349	Agenesis of permanent teeth	A congenital defect characterized by the absence of one or more permanent teeth, including oligodontia, hypodontia, and adontia of the of permanent teeth.	["HP:0000681","HP:0006287","Absence of permanent teeth","Absent permanent teeth","Agenesis of permanent dentition","Agenesis of secondary dentition","Failure of development of permanent teeth","Failure of development of secondary teeth","Missing teeth"]
HP:0009192	Aplasia/Hypoplasia of the proximal phalanx of the 5th finger	Absence or underdevelopment (hypoplasia) of the proximal phalanx of the little (5th) finger.	["Absent/small innermost little finger bone","Absent/small innermost pinkie finger bone","Absent/small innermost pinky finger bone","Absent/underdeveloped innermost pinky finger bone"]
HP:0033021	Transient decreased circulating IgE	A temporary reduction beneath the normal level of total immunoglobulin E (IgE) in the blood.	["Transient decreased IgE in blood"]
HP:0100012	Neoplasm of the eye	A tumor (abnormal growth of tissue) of the eye.	["Eye tumor","Eye tumour"]
HP:0008269	Increased red cell hemolysis by shear stress		[]
HP:5000005	Anti-CASPR2	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against contactin-associated protein-like 2 (CASPR2).	["Anti-Caspr2 antibody","Anti-contactin-associated protein-like 2 antibody"]
HP:0410288	Hyperamylasemia	Increased level of amylase in the blood, an enzyme which helps digest glycogen and starch. It is produced mainly in the pancreas and salivary glands.	["Increased circulating amylase level"]
HP:0030980	Reduced brain glutamine level by MRS	An decrease in the level of glutamine in the brain identified by magnetic resonance spectroscopy (MRS).	[]
HP:0410357	Increased high-mannose N-glycan level	An abnormal increase in the concentration of high-mannose N-glycans on glycoproteins.	["Increased high-mannose N-glycans on glycoprotein concentration"]
HP:0025156	Dependency on intravenous nutrition	Inability to be weaned from intravenous (parenteral) nutrition, as judged by the hydration status (urine output, blood urea nitrogen, creatinine, urine sodium concentration), ability to maintain weight, stool output, and serum electrolyte status.	["Dependency on IV nutrition"]
HP:0030187	Titubation	Nodding movement of the head or body.	[]
HP:0005616	Accelerated skeletal maturation	An abnormally increased rate of skeletal maturation. Accelerated skeletal maturation can be diagnosed on the basis of an estimation of the bone age from radiographs of specific bones in the human body.	["HP:0002649","HP:0005854","Advanced bone age","Early bone maturation"]
HP:0034076	Anti-ribosome Po antibody positivity	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against ribosome Po.	[]
HP:0003971	Broad forearm bones	Abnormally wide bone of the skeleton of forearm.	["Broad forearm bones","Wide forearm bones"]
HP:0030956	Abnormality of cardiovascular system electrophysiology	An anomaly of the electrical conduction physiology of the heart.	[]
HP:0100334	Unilateral cleft palate		["One sided cleft palate","Unilateral palatoschisis"]
HP:0011410	Caesarian section	Delivery of a fetus through surgical incisions made through the abdominal wall (laparotomy) and the uterine wall (hysterotomy).	["Caesarian section"]
HP:0031781	Microtropia with identity	A type of microtropia with no manifest movement on cover test, the eccentric fixation point coinciding with the angle of ARC.	[]
HP:0025125	White lesion of the oral mucosa	White lesions of the oral mucosa are generally caused by a condition that increases the thickness of the epithelium. This increases the distance to the vascular bed and thereby tends to change the usual reddish color of the oral mucosa to white. Common causes include hyperkeratosis (thickening of the keratin layer), acanthosis (thickening of the spinous cell layer), increased edema in the epithelium (leukoedema), and reduced vascularity of the underlying lamina propria. Additionally, fibrin caps or surface ulcerations and collapsed bullae can appear white.	[]
HP:0200102	Sparse or absent eyelashes		["Sparse or absent eyelashes"]
HP:0033365	Endogenous lipoid pneumonia	A type of lipoid pneumonia in which the source of the lipids is the body itself. When an airway is obstructed, it is often the case that distal to the obstruction, lipid-laden macrophages and giant cells fill the lumen of the disconnected airspace.	[]
HP:0009803	Short phalanx of finger	Short (hypoplastic) phalanx of finger, affecting one or more phalanges.	["HP:0001168","HP:0005771","HP:0006087","HP:0006126","Hypoplastic phalanges","Hypoplastic phalanges of hands","Hypoplastic/small phalanges of the hand","Phalangeal hypoplasia","Rudimentary phalanges","Short finger bones","Short phalanges","Shortened phalanges"]
HP:0031769	Peripheral fixation	Fixation of an object in a peripheral area of the retina.	[]
HP:0003384	Peripheral axonal atrophy	Atrophic changes of axons of the peripheral nervous system.	[]
HP:0009733	Glioma	The presence of a glioma, which is a neoplasm of the central nervous system originating from a glial cell (astrocytes or oligodendrocytes).	[]
HP:0008297	Transient hyperphenylalaninemia	A condition of not having consistently high levels of phenylalanine in the blood but of experiencing temporary hyperphenylalaninemia following ingestion of large quantities of phenylalanine (for instance, following an oral loading test with phenylalanine).	[]
HP:0033296	Binucleated visceral epithelial cells	Visceral epithelial cells with 2 nuclei. Can be observed on light or ultrastructral microscopy.	["Binucleated podocytes"]
HP:0045055	Tiger tail banding	An abnormal appearance of hair under polarizing microscopy (using crossed polarizers), whereby hair shafts show striking alternating bright and dark bands, often referred to as tiger tail banding.	["HP:0032461","Tiger tail banding","Tiger-tail banding"]
HP:0100535	Tibiofibular diastasis		[]
HP:0003932	Sclerotic foci of humeral diaphysis		[]
HP:0031326	Monoclonal light chain cardiac amyloidosis	A type of cardiac amyloidosis related to deposition of an immunoglobulin light chain. The current gold standard of amyloid typing is to determine the precursor protein using laser microdissection mass spectrometry.	[]
HP:0001783	Broad metatarsal	Increased side-to-side width of a metatarsal bone.	["HP:0005907","HP:0008106","Wide long bone of foot"]
HP:0012439	Abnormal biliary tract physiology	A functional abnormality of the biliary tree.	[]
HP:0005236	Chronic calcifying pancreatitis	A form of chronic pancreatitis that is characterized by calcification.	[]
HP:0500235	Abnormal CSF histidine concentration	Any deviation from the normal concentration of histidine in the cerebrospinal fluid.	["Abnormal histidine levels in cerebrospinal fluid"]
HP:0001530	Mild postnatal growth retardation	A mild degree of slow or limited growth after birth, being between two and three standard deviations below age- and sex-related norms.	["HP:0008860","HP:0008917","Postnatal onset of mild growth retardation"]
HP:0000399	Prelingual sensorineural hearing impairment	A form of sensorineural deafness with either congenital onset or infantile onset, i.e., before the acquisition of speech.	["HP:0001731","Deafness, sensorineural, prelingual","Prelingual sensorineural deafness"]
HP:0005880	Metacarpophalangeal synostosis	Fusion of a metacarpal bone with the proximal phalanx of the finger distal to it across the corresponding metacarpophalangeal joint.	["HP:0100325","Fused long bone of hand with innermost finger bone"]
HP:0009940	Asymmetry of the mandible	Lack of symmetry between the left and right mandible.	["Asymmetry of lower jaw","Canted lower jaw","Canted mandible","Crooked lower jaw","Deviation of lower jaw","Deviation of mandible","Lower jaw shifted to one side","Tilted lower jaw","Tilted mandible","Uneven lower jaw","Uneven mandible"]
HP:0030360	Large cell lung carcinoma	A type of non-small cell lung carcinoma that is derived from undifferentiated malignant neoplasms originating from transformed epithelial cells in the lung, and which is differentiate from small-cell lung carcinoma by the larger size of the anaplastic cells, a higher cytoplasmic-to-nuclear size ratio, and a lack of salt-and-pepper appearance of the chromatin.	[]
HP:0041221	Fractured head of femur	A partial or complete breakage of the head of femur.	["bone head of femur"]
HP:0040194	Increased head circumference	An abnormally increased head circumference in a growing child. Head circumference is measured with a nonelastic tape and comprises the distance from above the eyebrows and ears and around the back of the head. The measured HC is then plotted on an appropriate growth chart.	["Increased head circumference"]
HP:0000274	Small face	A face that is short (HP:0011219) and narrow (HP:0000275).	["Facial hypoplasia","Hypoplasia of face","Microface","Microfacies","Short and narrow face","Small face","Small facies"]
HP:0004797	Multiple small bowel atresias	The presence of multiple areas of atresia affecting the small intestine.	[]
HP:0032439	Airborn particle hypersensitivity	An abnormally increased sensitivity to airborn particles. This can be diagnosed on the basis of the medical history, taking into account seasonality or a relationship to the concentration of airborn particles in the environment of the affected individual. Aerosol challenge is a gold standard of establishment of the symptom. There exist particle hypersensitivity (diesel exhaust, metals, inorganic material) vs. allergen (including pollen dander, etc) hypersensitivity. The responses are usually different and testing for allergen hypersensitivity is done in concert with serum IgE and or skin testing to the suspected allergen.	[]
HP:0030724	Central nervous system cyst	A fluid-filled sac (cyst) located within the central nervous system.	["CNS cyst","Cyst of the central nervous system"]
HP:0011099	Spastic hemiparesis	Unilateral paresis (weakness) with spasticity of the affected muscles and increased tendon reflexes.	["Spastic hemiplegia"]
HP:0006378	Osteolysis of patellae		[]
HP:0005209	Intrahepatic bile duct cysts	The presence of cyst of the intrahepatic bile duct.	[]
HP:0031862	Increased heart rate variability	Increased variation of beat-to-beat intervals of the heart that occurs in conjunction with the respiratory cycle.	[]
HP:0033609	Solid pulmonary nodule	A type of pulmonary nodule whose density obscures the underlying parenchyma and thus has a \"solid\" appearance.	[]
HP:0012847	Epilepsia partialis continua	Epilepsia partialis continua (also called Kojevnikov's or Kozhevnikov's epilepsia) is a type of focal motor status epilepticus characterized by repeated stereotyped simple motor manifestations such as jerks, typically of a limb or the face, recurring every few seconds or minutes for extended periods (days or years).	["Epilepsia partialis continua of Kojevnikov","Kojevnikov's epilepsia","Kozhevnikov's epilepsia"]
HP:0031729	Moderate hypermetropia	A form of hypermetropia with more than +2.00 diopters but not more than +5.00 diopters.	["Moderate hyperopia"]
HP:0025471	Congenital panfollicular nevus	A hamartomatous proliferation containing malformed hair follicles in various stages of development. Panfolliculomas are well-circumscribed lesions demonstrating all stages of follicular differentiation.	[]
HP:0007605	Excessive wrinkling of palmar skin		["HP:0007531","Redundant, wrinkled skin of palms"]
HP:0003530	Elevated circulating glutaric acid concentration	An increased concentration of glutaric acid in the blood.	["Glutarate acidemia","Glutaric acidemia"]
HP:0009491	Enlarged epiphyses of the 2nd finger	Abnormally large size of the epiphyses of the 2nd finger with respect to age-dependent norms.	["Enlarged end part of the index finger"]
HP:0031674	Antidromic atrioventricular reentrant tachycardia	A type of atrioventricular reentrant tachycardia (AVRT) where the accessory pathway is used for anterograde conduction and the atrioventricular node for retrograde conduction.	["Antidromic AVRT"]
HP:0032161	Coccidioidal meningitis	A type of fungal meningitis caused by dissemination of coccidioides to basilar meninges.	[]
HP:0025004	Hallux rigidus	Osteoarthritis of the metatarsophalangeal joint of the first toe.	["Arthritis of the big toe"]
HP:0009071	Inflammatory myopathy	Chronic muscle inflammation accompanied by muscle weakness.	[]
HP:0006539	Bronchial cartilage hypoplasia		["Underdevelopment of the bronical cartilage"]
HP:0009299	Aplasia/Hypoplasia of the middle phalanx of the 4th finger		["Absent/small middle ring finger bone","Absent/underdeveloped middle ring finger bone"]
HP:0005446	Obtuse angle of mandible	Abnormally flat (obtuse) angle of the mandible. The angle of the mandibular, located at the junction between the body and the ramus of the mandible, is normally close to being a right angle. This terms describes an abnormal increase of this angle such that the mandible appears flatter than normal.	["High mandibular plane angle","Steep mandibular plane angle"]
HP:5000034	Anti-Tr/DNER antibody	The presence of autoantibodies (immunoglobulins) in the blood circulation that react against Tr/DNER. Anti-Tr antibodies are directed against cerebellar Purkinje cells (termed anti-Tr or PCA-Tr). Anti-Tr autoantibodies are frequently associated with Hodgkin lymphoma (HL). Anti-Tr antibodies are defined by a specific staining pattern in cerebellar tissue that is characterized by punctate immunoreactivity in both the dendritic tree and soma of Purkinje cells but not in their axons. This characteristic pattern is indicative of the presence of anti-Tr antibodies. The Delta/Notch-like epidermal growth factor-related receptor (DNER) was identified as the target antigen of anti-Tr.	["Anti-delta/notch-like epidermal growth factor-related receptor antibody","PCA-Tr"]
HP:0012766	Widened cerebral subarachnoid space	An increase in size of the anatomic space between the arachnoid membrane and pia mater in the region surrounding the cerebrum.	[]
HP:0032856	Focal aware bilateral motor seizure	A type of focal bilateral motor seizure during which awareness is fully retained throughout.	[]
HP:0004453	Overfolding of the superior helices	A condition in which the superior portion of the helix is folded over to a greater degree than normal.	["Overfolding of superior helix"]
HP:0002196	Myelopathy		[]
HP:0008071	Maternal hypertension	Increased blood pressure during a pregnancy.	[]
HP:0033442	Elevated circulating glutarylcarnitine concentration	Increased concentration of glutarylcarnitine in the blood circulation.	["Elevated circulating O-glutarylcarnitine concentration","Elevated plasma glutarylcarnitine, C5-DC"]
HP:0032483	obsolete Abnormal fecal test result		[]
HP:0002571	Achalasia	A disorder of esophageal motility characterized by the inability of the lower esophageal sphincter to relax during swallowing and by inadequate or lacking peristalsis in the lower half of the body of the esophagus.	["Achalasia of the esophagus","Achalasia of the oesophagus"]
HP:0020100	Unusual fungal infection	An unusual fungal infection that is regarded as a sign of a pathological susceptibility to infection by a fungal agent.	[]
HP:0007829	obsolete Diffuse retinal cone degeneration		[]
HP:0002732	Lymph node hypoplasia	Underdevelopment of the lymph nodes.	[]
HP:0003535	3-Methylglutaconic aciduria	An increased amount of 3-methylglutaconic acid in the urine.	["3-Methylglutaconicaciduria"]
HP:0005585	Spotty hyperpigmentation		["Patchy hyperpigmentation","Spotty increased pigmentation"]
HP:0030986	Biliary epithelial hyperplasia	Hyperplasia of lining epithelia of the septal and large bile ducts manifesting as micropapillary projections or as a stratification of the epithelium with or without dilatation of the duct lumen.	[]
HP:0040330	Confluent hyperintensity of cerebral white matter on MRI	Areas of brighter than expected MRI signal in the white matter of the brain whereby individual patches run together.	[]
HP:0004401	Meconium ileus	Obstruction of the intestine due to abnormally thick meconium.	["HP:0002610","HP:0004402","Meconium ileus in neonates"]
HP:0030466	Abnormal full-field electroretinogram		[]
HP:0012247	Specific anosmia	Anosmia for one particular odor.	[]
HP:0010683	Low tissue non-specific alkaline phosphatase	An abnormally reduced level of alkaline phosphatase, tissue-nonspecific isozyme in the blood.	["Low tissue non-specific ALP"]
HP:0032245	Abnormal metabolism	An abnormality in the function of the chemical reactions related to processes including conversion of food to enter, synthesis of proteins, lipids, nucleic acids, and carbohydrates, or the elimination of waste products.	[]
HP:0025592	Superior oblique muscle weakness	Decreased strength of the superior oblique muscle.	["Superior oblique palsy"]
HP:0031205	Reduced lysosomal acid lipase activity	Reduction in the activity of lysosomal acid lipase (LAL) in the blood. Lysosomal lipase activity is measured. LAL hydrolyzes cholesteryl esters derived from cell internalization of plasma lipoproteins.	["Reduced leukocyte acid lipase activity"]
HP:0003961	Fractured forearm bones	Bone fracture in the radius, ulna, or wrist.	["Broken forearm","Fracture of the forearm","Fractured forearm bones"]
HP:0012837	Generalized	Affecting all regions without specificity of distribution.	["Generalised"]
HP:0033647	Silhouette sign	The silhouette sign is the absence of depiction of an anatomic soft-tissue border. It is caused by consolidation and/or atelectasis of the adjacent lung, by a large mass, or by contiguous pleural fluid. The silhouette sign results from the juxtaposition of structures of similar radiographic attenuation. The sign actually refers to the absence of a silhouette.	[]
HP:0006846	Acute encephalopathy		[]
HP:3000005	Abnormality of masseter muscle	An abnormality of a masseter muscle.	[]
HP:0032812	Neonatal electro-clinical non-motor seizure		[]
HP:0010357	Abnormality of the middle phalanx of the 2nd toe		["Abnormality of the middle bone of the 2nd toe"]
HP:0030063	Neuroepithelial neoplasm	A neoplasm composed of neural epithelium, not necessarily a neoplasm located in the neural epithelium or neuroepithelium.	[]
HP:0032467	Past obstetric history	Information about past pregnancies including gravidity (number of times a woman has been pregnant, regardless of the outcome), parity (total number of births), gestational age of births, and medical conditions related to past pregnancies.	["Maternal medical history"]
HP:0012158	Carotid artery dissection	A separation (dissection) of the layers of the carotid artery wall.	[]
